Method,Seed,Test_Index,True_Linker,Generated_Linker,MACCS_Similarity,MCS_Similarity,Validity,Novelty,Property_Error,Threshold_Match_0.50,Threshold_Match_0.60,Threshold_Match_0.70,Threshold_Match_0.85,Threshold_Match_0.90
HyDE-RAG,42,56,O=C([O-])c1cc(C(=O)[O-])c(C(=O)O)cc1C(=O)O,O=C([O-])c1cc(C(=O)O)c(C(=O)[O-])cc1C(=O)O,1.0,1.0,YES,YES,1.0748,YES,YES,YES,YES,YES
HyDE-RAG,42,57,O=C(Nc1cccnc1)c1ccc(C(=O)Nc2cccnc2)s1,O=C([O-])c1cc(S(O)(O)O)cc(S(O)(O)O)c1,0.164,0.11,YES,YES,1.9888,NO,NO,NO,NO,NO
HyDE-RAG,42,58,NC1=N[CH]NN1,Cn1nn[nH]c1=S,0.413,0.0,YES,YES,3.3322,NO,NO,NO,NO,NO
HyDE-RAG,42,59,O=C([O-])c1cc(C(=O)O)c(C(=O)[O-])cc1C(=O)O,O=C([O-])c1ccc(C(=O)[O-])cc1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,60,O=[N+]([O-])c1cncc([N+](=O)[O-])c1C#Cc1c([N+](=O)[O-])cncc1[N+](=O)[O-],O=[N+]([O-])c1cncc([N+](=O)[O-])c1C#Cc1c([N+](=O)[O-])cncc1[N+](=O)[O-],1.0,1.0,YES,YES,1.9466,YES,YES,YES,YES,YES
HyDE-RAG,42,61,O=C([O-])C(O)=C(O)C(=O)[O-],NC(C(=O)[O-])=C(N)C(=O)[O-],0.481,0.791,YES,NO,1.6845,YES,YES,YES,NO,NO
HyDE-RAG,42,62,C(#C[Si](C#Cc1cn[nH]c1)(C#CC1C=NN=C1)C#CC1C=NN=C1)C1=CN=N[CH]1,C(#CC#Cc1cn[nH]c1)C#CC1=CN=N[CH]1,0.828,0.232,YES,YES,5.2791,YES,YES,YES,NO,NO
HyDE-RAG,42,63,O=C([O-])CN1[CH]C=C(c2nnn[nH]2)C=C1,O=C([O-])c1cncc(Cl)c1,0.28,0.17,YES,NO,2.1727,NO,NO,NO,NO,NO
HyDE-RAG,42,64,Nc1ccccc1S,O=C([O-])c1ccccc1S,0.375,0.7,YES,NO,0.9442,YES,YES,YES,NO,NO
HyDE-RAG,42,65,O=C([O-])c1nc(-c2ccc3ccccc3c2)[nH]c1C(=O)[O-],O=C([O-])c1cc(N2[CH]N=CN2)cc(N2[CH]N=CN2)c1,0.429,0.276,YES,YES,1.2577,NO,NO,NO,NO,NO
HyDE-RAG,42,66,O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)O)cc3C(=O)[O-])cc2)c(C(=O)[O-])c1,O=C([O-])c1cc(C(=O)[O-])cc(-c2ccc(C(=O)O)cc2)c1,0.842,0.5,YES,YES,1.7655,YES,YES,YES,NO,NO
HyDE-RAG,42,67,c1ccc(-c2cc(-c3ccncc3)nc(-c3ccncc3)c2)nc1,C=CC=CC=C1C=CC=C(c2ccncc2)C=NC=C2NC=C(N=C1)C(=CC)c1cnccc12,0.467,0.199,YES,YES,3.7653,NO,NO,NO,NO,NO
HyDE-RAG,42,68,CSc1nccs1,O=P(O)(O)c1ccccn1,0.222,0.0,YES,YES,1.6177,NO,NO,NO,NO,NO
HyDE-RAG,42,69,O=C([O-])C1CCC(C(=O)[O-])CC1,O=C([O-])C1CC(C(=O)O)C(C(=O)[O-])CC1C(=O)O,0.6,0.667,YES,YES,1.6611,YES,YES,NO,NO,NO
HyDE-RAG,42,70,c1c[nH]cn1,c1c[nH]cn1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,71,c1ccc(-c2nnc(-c3ccncc3)[nH]2)nc1,c1cc(-c2nnc(-c3cnccn3)[nH]2)ccn1,1.0,0.697,YES,YES,2.387,YES,YES,YES,YES,YES
HyDE-RAG,42,72,O=C([O-])c1cccc(-c2c3nc(c(-c4cccc(C(=O)[O-])c4)c4ccc([nH]4)c(-c4cccc(C(=O)[O-])c4)c4nc(c(-c5cccc(C(=O)[O-])c5)c5ccc2[nH]5)C=C4)C=C3)c1,O=C([O-])c1cccc(-c2c3nc(c(-c4cccc(C(=O)[O-])c4)c4ccc([nH]4)c(-c4cccc(C(=O)O)c4)c4nc(c(-c5cccc(C(=O)[O-])c5)c5ccc2[nH]5)C=C4)C=C3)c1,0.968,1.0,YES,YES,1.5287,YES,YES,YES,YES,YES
HyDE-RAG,42,73,O=C([O-])c1cc2c(cc1C(=O)[O-])C(=O)c1ccccc1C2=O,O=C([O-])c1ccc2cc(C(=O)[O-])ccc2c1,0.762,0.588,YES,YES,1.7037,YES,YES,YES,NO,NO
HyDE-RAG,42,74,Cc1cc2ccc3nc(C)ccc3c2cn1,CCCC=NC1=CC=C2N=CC=CC=C(C=C1)C2C,0.312,0.083,YES,YES,1.4547,NO,NO,NO,NO,NO
HyDE-RAG,42,75,Nc1nc2ccccc2[nH]1,Nc1nnn[nH]1,0.667,0.156,YES,NO,3.1639,YES,YES,NO,NO,NO
HyDE-RAG,42,76,O=C([O-])CCC(=O)[O-],O=C([O-])C=CC(=O)[O-],0.643,0.471,YES,YES,0.4866,YES,YES,NO,NO,NO
HyDE-RAG,42,77,CNC12C3C4C5C3(C#CC(=O)[O-])C1C5(NC)C42C#CC(=O)[O-],CNC12C3C4C5C(C41C#CC(=O)[O-])C2(NC)C53C#CC(=O)[O-],0.879,0.915,YES,YES,1.3209,YES,YES,YES,YES,YES
HyDE-RAG,42,78,O=C([O-])c1ccc(-c2ccccc2)cc1,O=C([O-])c1ccc(C(=O)[O-])cc1,0.6,0.585,YES,NO,0.943,YES,YES,NO,NO,NO
HyDE-RAG,42,79,CCCOc1c(C(=O)[O-])ccc2c(OCCC)c(C(=O)[O-])ccc12,CCCOc1cc(NNc2ccc(C(=O)[O-])cc2I)c(OCCC)c(I)c1C(=O)[O-],0.6,0.428,YES,YES,1.3172,YES,YES,NO,NO,NO
HyDE-RAG,42,80,CN1c2cncc(n2)N(C)c2cncc(n2)N(C)c2cncc(n2)N(C)c2cncc1n2,C1=CC2C=CC1CSCc1cccc(c1)CS2,0.189,0.0,YES,YES,3.6061,NO,NO,NO,NO,NO
HyDE-RAG,42,81,CC(C(=O)[O-])C(=O)[O-],CC(C(=O)[O-])=C(C)C(=O)[O-],0.667,0.478,YES,NO,2.8831,YES,YES,NO,NO,NO
HyDE-RAG,42,82,O=C([O-])C(F)=C(F)C(=O)[O-],O=C([O-])C(F)=C(F)C(=O)[O-],1.0,1.0,YES,YES,1.6036,YES,YES,YES,YES,YES
HyDE-RAG,42,83,O=C([O-])c1ccc(Oc2ccc(C(=O)[O-])c(C(=O)[O-])c2)cc1C(=O)[O-],O=C([O-])c1ccc(C=Nc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc1,0.5,0.354,YES,NO,1.9864,YES,NO,NO,NO,NO
HyDE-RAG,42,84,Cc1cc(OCC(=O)[O-])cc(C(=O)[O-])c1,O=C([O-])c1cc[n+]([O-])cc1,0.351,0.24,YES,YES,4.3014,NO,NO,NO,NO,NO
HyDE-RAG,42,85,O=C([O-])c1sc2c(C(=O)O)c(C(=O)[O-])sc2c1C(=O)O,O=C([O-])c1cc(C(=O)O)c(C(=O)[O-])cc1F,0.467,0.177,YES,YES,4.7348,NO,NO,NO,NO,NO
HyDE-RAG,42,86,Cc1nc(C)c(C(=O)[O-])c(C=Cc2ccccc2)c1C(=O)[O-],O=C([O-])c1cccc(F)c1C(=O)[O-],0.467,0.313,YES,NO,1.4427,NO,NO,NO,NO,NO
HyDE-RAG,42,87,Cc1c(C)c(C(=O)[O-])c(C)c(C)c1C(=O)[O-],Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1,0.5,0.625,YES,NO,0.8281,YES,YES,NO,NO,NO
HyDE-RAG,42,88,O=C([O-])CO,O=C([O-])CCC(=O)[O-],0.5,0.471,YES,YES,0.4439,YES,NO,NO,NO,NO
HyDE-RAG,42,89,O=C([O-])c1ccc(-c2ccc(C(=O)[O-])c(C(=O)O)c2)cc1C(=O)O,O=C([O-])c1cc(C(=O)O)c(C(=O)[O-])c2c1CC2,0.625,0.492,YES,YES,2.38,YES,YES,NO,NO,NO
HyDE-RAG,42,90,Cc1cc(-n2ccnc2)c(C)cc1-n1ccnc1,c1ccc(-c2nc(-c3ccccn3)c(-c3ccccn3)nc2-c2ccccn2)nc1,0.5,0.0,YES,YES,2.3007,YES,NO,NO,NO,NO
HyDE-RAG,42,91,O=P(O)(O)CCSc1ccncc1,O=P(O)(O)CCCCP(=O)(O)O,0.59,0.431,YES,YES,1.3822,YES,NO,NO,NO,NO
HyDE-RAG,42,92,O=C([O-])C1=NC(c2cncc(Br)c2)=NC1C(=O)O,O=C([O-])c1cccc2cccc(C(=O)[O-])c12,0.286,0.196,YES,NO,1.955,NO,NO,NO,NO,NO
HyDE-RAG,42,93,[CH]1N=NC=C1c1ccc([Si](c2ccc(-c3cn[nH]c3)cc2)(c2ccc(C3C=NN=C3)cc2)c2ccc(C3C=NN=C3)cc2)cc1,C1=NN=CC1C12C3C4C1C1C2C3C41Cc1cn[nH]c1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,94,CCOC1(Br)c2c(C(=O)[O-])c(Br)cc(C(=O)[O-])c2C1Br,O=C([O-])C=C(F)C(F)=C(C=CC(F)=C(CF)c1c(F)c(F)c(C(=O)[O-])c(F)c1F)CF,0.528,0.323,YES,YES,1.9046,YES,NO,NO,NO,NO
HyDE-RAG,42,95,CCCOC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2,CCC1c2c(C(=O)[O-])cc(OC)c(C(=O)[O-])c2C1CCINVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,96,N#CC(C(=O)[O-])=C(C=CC(=O)[O-])c1ccccc1,CCCc1cc(C(=O)[O-])ccc1NNc1ccc(C(=O)[O-])cc1,0.31,0.342,YES,YES,1.5504,NO,NO,NO,NO,NO
HyDE-RAG,42,97,O=C([O-])C=CC=CC(=O)[O-],O=C([O-])CCC(=O)[O-],0.643,0.373,YES,YES,1.4334,YES,YES,NO,NO,NO
HyDE-RAG,42,98,CCOP(=O)(Cc1c(C)c(C)c(CP(=O)(OCC)OCC)c(C)c1C)OCC,CC(=O)C(=NNc1ccccc1S(O)(O)O)C(C)=O,0.292,0.214,YES,NO,1.5781,NO,NO,NO,NO,NO
HyDE-RAG,42,99,[CH]1N=CNN1CCCCCCn1cncn1,c1ncn(CCCCn2cncn2)n1,0.769,0.549,YES,NO,2.3763,YES,YES,YES,NO,NO
HyDE-RAG,42,100,O=P(O)(O)O,O=P(O)(O)CCP(=O)(O)O,0.64,0.373,YES,YES,1.0841,YES,YES,NO,NO,NO
HyDE-RAG,42,101,O=C([O-])c1cc(C(=O)O)c(C(=O)[O-])c2c1CC2,O=C([O-])c1cc(C(=O)[O-])cc(S(O)(O)O)c1,0.317,0.69,YES,YES,2.2351,YES,YES,NO,NO,NO
HyDE-RAG,42,102,O=C([O-])c1cc(Cn2nnc3ccccc32)cc(C(=O)[O-])c1,O=C([O-])c1cc(NCc2ccncc2)cc(C(=O)[O-])c1,0.522,0.527,YES,YES,1.0823,YES,NO,NO,NO,NO
HyDE-RAG,42,103,O=C([O-])c1c(F)cc(C=Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,O=C([O-])C=C(O)C(O)=C(C=CC(O)=C1C(=C(O)C(O)=C(CO)C(=O)[O-])C1OCO)COC(O)=CO,0.279,0.074,YES,YES,6.9295,NO,NO,NO,NO,NO
HyDE-RAG,42,104,Nc1c(N)c(C(=O)[O-])c(N)c(N)c1C#Cc1c(N)c(N)c(C(=O)[O-])c(N)c1N,O=C([O-])c1c(Cl)c(Cl)c(C#Cc2c(Cl)c(Cl)c(C(=O)[O-])c(Cl)c2Cl)c(Cl)c1ClINVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,105,NCC(=O)[O-],N#CCC(=O)[O-],0.474,0.64,YES,NO,0.3553,YES,YES,NO,NO,NO
HyDE-RAG,42,106,O=C([O-])c1nc[nH]c1C(=O)[O-],O=C([O-])c1nc[nH]c1C(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,107,O=C([O-])c1ccc(C#Cc2ccc(C(=O)[O-])cc2Cl)c(Cl)c1,O=C([O-])c1ccc(C#Cc2ccc(C(=O)[O-])c(Cl)c2)cc1Cl,1.0,0.911,YES,NO,3.8705,YES,YES,YES,YES,YES
HyDE-RAG,42,108,O=C([O-])c1cncc(OCOc2cncc(C(=O)[O-])c2)c1,O=C([O-])c1cccc(-n2ccc(=O)cc2)c1C(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,109,O=C([O-])c1ccc(-n2ccc(=O)cc2)cc1C(=O)[O-],O=C([O-])c1cc(Oc2ccccc2C(=O)[O-])cc(Oc2ccccc2C(=O)[O-])c1,0.541,0.302,YES,NO,2.158,YES,NO,NO,NO,NO
HyDE-RAG,42,110,CCc1cc(-c2ccc(C(=O)[O-])cc2)ccc1C(=O)[O-],CCCOC=Cc1cc2c3ccc(C(=O)[O-])c2c(c1C1=CC=CC=C(CCCC=CC=C(C=CC(=O)[O-])C(=O)[O-])CCCO1)C=CC=C3,0.526,0.183,YES,YES,1.505,YES,NO,NO,NO,NO
HyDE-RAG,42,111,CCCC1=NN=CC1C#Cc1ccc(C#CC2=C(CCC)N=N[CH]2)cc1OC,CCCOC12C=CC3(C)C(C#Cc4cn[nH]c4)C1(OCCC)C3(F)C2INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,112,CCC(C)COc1cc(C=Cc2ccncc2)c(OCC(C)CC)cc1C=Cc1ccncc1,CCCOC=C1C=C(c2ccncc2)C=C1Cc1ccncc1,0.575,0.201,YES,YES,0.6143,YES,NO,NO,NO,NO
HyDE-RAG,42,113,Cn1cnc(C(=O)[O-])c1C(=O)[O-],O=C([O-])c1ccco1,0.333,0.3,YES,NO,3.0306,NO,NO,NO,NO,NO
HyDE-RAG,42,114,O=S1(=O)CCCC1,O=C([O-])COCCC(O)C(CO)C(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,115,Cc1nccn1CCCCn1ccnc1C,c1cc(CCCc2ccncc2)ccn1,0.324,0.16,YES,YES,1.6619,NO,NO,NO,NO,NO
HyDE-RAG,42,116,O=C([O-])c1ccnc(-c2cc(C(=O)[O-])ccn2)c1,O=C([O-])c1ccnc(-c2cc(C(=O)[O-])ccn2)c1,1.0,1.0,YES,YES,1.09,YES,YES,YES,YES,YES
HyDE-RAG,42,117,O=C([O-])c1cccc(-c2nccs2)c1,CCC(O)P(=O)(O)OP(=O)(O)O,0.061,0.112,YES,YES,0.7562,NO,NO,NO,NO,NO
HyDE-RAG,42,118,NC(=S)c1cccc(C(N)=S)c1,c1cc(-c2nnn[nH]2)cc(-c2nnn[nH]2)c1,0.25,0.358,YES,YES,1.6607,NO,NO,NO,NO,NO
HyDE-RAG,42,119,O=C([O-])c1ccc(N=Cc2ccccc2O)cc1,O=C([O-])c1cccc(-c2cccnc2)c1,0.375,0.489,YES,YES,1.4728,NO,NO,NO,NO,NO
HyDE-RAG,42,120,Nc1c(N)c(C(=O)[O-])c2ccccc2c1C(=O)[O-],O=C([O-])c1ccc(C(=O)[O-])c2c(O)c(O)c(O)cc12,0.526,0.845,YES,YES,0.7017,YES,YES,YES,NO,NO
HyDE-RAG,42,121,Cc1cc2ncn(CCCCn3cnc4cc(C)c(C)cc43)c2cc1C,c1cc(-c2ccncc2)ccn1,0.289,0.0,YES,YES,1.4796,NO,NO,NO,NO,NO
HyDE-RAG,42,122,O=C([O-])c1c(O)c(O)c(C(=O)[O-])c2c(O)c(O)c(O)c(O)c12,O=C([O-])C=CC(C(=O)O)=C(C=C(C=C(C(=O)O)C(=CC(=O)O)C(=O)O)C(=O)O)C(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,123,O=C([O-])C12C3C4C1C1(S(O)(O)O)C2C3C41C(=O)[O-],CCC1C2C3C(CC)C4(c5ccccc5)C3(C#CC(=O)[O-])C2C14C(=O)[O-],0.4,0.441,YES,YES,1.6166,NO,NO,NO,NO,NO
HyDE-RAG,42,124,Cc1cnc(C)cn1,C=C1N=CC(CCCCCn2cncn2)=N1,0.244,0.099,YES,YES,0.6537,NO,NO,NO,NO,NO
HyDE-RAG,42,125,ON=C(c1ccncc1)c1ccccn1,COc1cccc2nnnn2c2ccc(N)cc2nc1,0.294,0.03,YES,YES,1.1362,NO,NO,NO,NO,NO
HyDE-RAG,42,126,CC(=O)N(C)C,c1c[nH]cn1,0.034,0.0,YES,YES,3.0713,NO,NO,NO,NO,NO
HyDE-RAG,42,127,c1cc(-c2ccncc2)ccn1,c1cc(-c2ccncc2)ccn1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,128,[CH](C=CC=C1C=NN=C1)c1cn[nH]c1,c1cc(CCCc2ccncc2)ccn1,0.276,0.17,YES,YES,4.9128,NO,NO,NO,NO,NO
HyDE-RAG,42,129,CC(=O)[CH]C(=O)c1ccc(-n2ccnc2)cc1,CC(=O)[CH]C(=O)c1ccc(-n2ccnc2)cc1,1.0,1.0,YES,YES,2.4774,YES,YES,YES,YES,YES
HyDE-RAG,42,130,O=C(Nc1cccnc1)c1cccnc1,O=P(O)(O)c1ccccn1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,131,c1cc(CCCc2ccncc2)ccn1,c1cc(CCCc2ccncc2)ccn1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,132,Cc1cc2ncn(Cc3ccc(Cn4cnc5cc(C)c(C)cc54)cc3)c2cc1C,c1ccc2nc3ccccc3nc2c1,0.455,0.191,YES,NO,2.3337,NO,NO,NO,NO,NO
HyDE-RAG,42,133,Cc1ccc(SCN(CSc2ccc(C)cc2C)CSc2ccc(C)cc2C)c(C)c1,c1ccc2c(c1)nnn2OCCOn1cnnn1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,134,CC1c2nccc(-c3ccnc4c3C4C)c21,O=C(Nc1ccncc1)c1cccc(C(=O)Nc2ccncc2)c1,0.394,0.242,YES,YES,1.0111,NO,NO,NO,NO,NO
HyDE-RAG,42,135,O=C([O-])c1ccc(OCC(COc2ccc(C(=O)[O-])cc2)(COc2ccc(C(=O)[O-])cc2)COc2ccc(C(=O)O)cc2)cc1,O=C([O-])C=C1C=Cc2cc([nH][nH]c3ccc(C(=O)O)cc3c2=CC=CC(=O)O)=C1,0.28,0.195,YES,YES,1.6992,NO,NO,NO,NO,NO
HyDE-RAG,42,136,N#CC(C#N)C(=S)S,C1CCSSC1,0.045,0.0,YES,NO,0.2602,NO,NO,NO,NO,NO
HyDE-RAG,42,137,OC1(Cl)Cc2ncc(Cl)nc21,Fc1cnc(F)cn1,0.441,0.527,YES,YES,2.5348,YES,NO,NO,NO,NO
HyDE-RAG,42,138,CC1(C)OC(CP(c2ccccc2)c2ccccc2)C(CP(c2ccccc2)c2ccccc2)O1,O=C([O-])C(CO)c1ccccc1,0.25,0.164,YES,YES,1.2561,NO,NO,NO,NO,NO
HyDE-RAG,42,139,Cc1ccc(S(=O)(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1,O=C([O-])CNC(=O)c1cccc(C(=O)NCC(=O)[O-])c1,0.364,0.35,YES,NO,0.8174,NO,NO,NO,NO,NO
HyDE-RAG,42,140,O=C([O-])C1=C[CH]NC=C1C(=O)[O-],O=C([O-])c1ccc(C=Nc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc1,0.419,0.154,YES,NO,1.5689,NO,NO,NO,NO,NO
HyDE-RAG,42,141,O=C([O-])c1ccc(-c2cc3cc(c2)C(=O)[O][Cd][O]C3=O)cc1,c1cc(-c2nnn[nH]2)ccc1-c1nnn[nH]1,0.2,0.308,YES,YES,1.6193,NO,NO,NO,NO,NO
HyDE-RAG,42,142,O=P(O)(O)F,O=C([O-])C1=NC(C(F)(F)F)=NC1C(=O)[O-],0.186,0.04,YES,YES,1.4189,NO,NO,NO,NO,NO
HyDE-RAG,42,143,CC(=O)CC(C#N)(C#N)C(C#N)C#N,CC(C)OC(=O)CO,0.231,0.19,YES,YES,0.9295,NO,NO,NO,NO,NO
HyDE-RAG,42,144,COc1cc(NC#N)c(OC)cc1NC#N,N#CNC(C#N)C(N)=O,0.306,0.162,YES,YES,2.5738,NO,NO,NO,NO,NO
HyDE-RAG,42,145,c1ccc2c(-n3ccnc3)c3ccccc3c(-n3ccnc3)c2c1,O=C1c2ccc3c4c(ccc(c24)C(=O)N1Cc1ccncc1)C(=O)N(Cc1ccncc1)C3=O,0.432,0.289,YES,NO,1.6478,NO,NO,NO,NO,NO
HyDE-RAG,42,146,O=C([O-])c1ccc(NNc2ccc(C(=O)[O-])cc2)cc1,O=C([O-])c1ccc(Cl)cc1,0.29,0.441,YES,NO,0.9014,NO,NO,NO,NO,NO
HyDE-RAG,42,147,O=C(NCc1ccncc1)C(=O)NCc1ccncc1,c1cc(SSc2ccncc2)ccn1,0.3,0.294,YES,NO,3.2451,NO,NO,NO,NO,NO
HyDE-RAG,42,148,Nc1ccc(Cc2ccc(N)cc2)cc1,c1ccc2c(c1)ncn2Cn1cnc2ccccc21,0.303,0.299,YES,NO,1.8076,NO,NO,NO,NO,NO
HyDE-RAG,42,149,O=C([O-])c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)[O-])cc3)cc2-c2ccc(C(=O)O)cc2)cc1,O=C([O-])c1cc(C(=O)O)c2cc(C(=O)[O-])cc(C(=O)O)c2c1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,150,Fc1cc2cc(C3C=NN=C3)c(F)cc2cc1-c1cn[nH]c1,CC1Cc2nccnc21,0.316,0.0,YES,YES,0.94,NO,NO,NO,NO,NO
HyDE-RAG,42,151,O=C1C(=O)C(=O)C(=O)C1=O,O=C1C(=O)C(=O)C1=O,0.867,0.16,YES,NO,2.9966,YES,YES,YES,YES,NO
HyDE-RAG,42,152,O=C(Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1)Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1,O=C([O-])c1ccc(N=Nc2ccc(C(=O)[O-])cc2)cc1,0.625,0.317,YES,NO,3.5734,YES,YES,NO,NO,NO
HyDE-RAG,42,153,Cc1nccn1Cc1ccc(-c2ccc(Cn3ccnc3C)cc2)cc1,c1cc(-c2ccncc2)ccn1,0.364,0.0,YES,YES,1.6322,NO,NO,NO,NO,NO
HyDE-RAG,42,154,CC(=O)NC(C)(NC(C)=O)C(=O)[O-],OS(O)(O)C(F)(F)F,0.128,0.046,YES,NO,2.0156,NO,NO,NO,NO,NO
HyDE-RAG,42,155,O=C([O-])c1cccc(CN2CCOCCN(Cc3cccc(C(=O)[O-])c3)CCOCC2)c1,O=C([O-])Cn1cncn1,0.46,0.08,YES,NO,1.2014,NO,NO,NO,NO,NO
HyDE-RAG,42,156,O=C([O-])c1c(Cl)cc(-c2cc(-c3cc(Cl)c(C(=O)[O-])c(Cl)c3)cc(-c3cc(Cl)c(C(=O)[O-])c(Cl)c3)c2)cc1Cl,CC1=CC(C(=O)[O-])=CC=C2C=CC(=CC=CC=C(S)C=CC(=O)[O-])C(C(=O)[O-])C=CC3=CC=C(C(=O)[O-])C=C(S3)Sc3ccc(C(=O)[O-])cc3SC=CC([NH])C=CC3=C(S)C(C(=O)[O-])C=C(S3)[SH]=C[SH]12,0.319,0.126,YES,YES,1.4577,NO,NO,NO,NO,NO
HyDE-RAG,42,157,O=[PH](O)O,O=P(O)(O)O,0.824,0.78,YES,YES,1.4075,YES,YES,YES,NO,NO
HyDE-RAG,42,158,O=P(O)(O)C1=CC=C2[CH]C=CC=C2N1,O=P(O)(O)C1=CC=C2[CH]C=CC=C2N1,1.0,1.0,YES,YES,1.6924,YES,YES,YES,YES,YES
HyDE-RAG,42,159,c1ccc2nc(-c3cnc4ccccc4n3)cnc2c1,C=CC=C1c2ccccc2N=C(C)c2ccccc2[Si]1(c1ccccc1)c1ccccc1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,160,O=C([O-])Cn1nn[nH]c1=S,O=C([O-])C(F)(F)F,0.132,0.36,YES,NO,0.6499,NO,NO,NO,NO,NO
HyDE-RAG,42,161,CCCCN(CCO)CCO,CC(C)(C)S(=O)C#N,0.109,0.244,YES,YES,1.7767,NO,NO,NO,NO,NO
HyDE-RAG,42,162,CC1=C(CC2=C(C)N=NC2C)C(C)N=N1,c1ccc(-c2nnc(-c3ccncc3)n2-c2ccncc2)nc1,0.349,0.0,YES,YES,2.3265,NO,NO,NO,NO,NO
HyDE-RAG,42,163,CC(C)c1cc(C(C)C)c(CP(=O)(O)O)c(C(C)C)c1,CC1=C(CP(=O)(O)O)CC=C(CP(=O)(O)O)C1(C)CP(=O)(O)O,0.61,0.243,YES,YES,1.8603,YES,YES,NO,NO,NO
HyDE-RAG,42,164,O=C([O-])CN=Cc1ccccc1O,O=C([O-])C=Cc1ccncc1,0.312,0.277,YES,YES,1.5335,NO,NO,NO,NO,NO
HyDE-RAG,42,165,CNC1CC2(C#CC(=O)[O-])C(NC)CC1(C#CC(=O)[O-])C(F)C2F,COC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(Cl)C2ClINVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,166,O=C([O-])c1cccc(NNc2cccc(C(=O)[O-])c2)c1,O=C([O-])c1cccc(NNc2cccc(C(=O)[O-])c2)c1,1.0,1.0,YES,YES,1.5137,YES,YES,YES,YES,YES
HyDE-RAG,42,167,O=C([O-])c1ccc(NNc2ccc(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(O)c(O)c(C(=O)[O-])c2cc(O)c(O)cc12,0.395,0.402,YES,NO,3.9365,NO,NO,NO,NO,NO
HyDE-RAG,42,168,N#CNC#N,N#CNC#NINVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,169,O=C([O-])c1cc(C(=O)[O][Ag])c(C(=O)[O-])cc1C(=O)[O][Ag],O=C([O-])c1cccc(C(=O)O)c1,0.571,0.6,YES,NO,1.7956,YES,YES,NO,NO,NO
HyDE-RAG,42,170,O=C([O-])c1cccc(=O)[nH]1,Nc1nnn[nH]1,0.174,0.0,YES,NO,0.6898,NO,NO,NO,NO,NO
HyDE-RAG,42,171,O=C([O-])c1ccc(C(=O)[O-])cc1,O=C([O-])c1ccc(C(=O)[O-])cc1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,172,O=C([O-])CCCC(=O)[O-],O=C([O-])CCC(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
HyDE-RAG,42,173,COC1CCc2nccc(-c3ccncc3)c2C1OC,CC1(C)CCCC(C#CC(=O)[O-])CC1(C=O)C=O,0.216,0.078,YES,YES,0.9535,NO,NO,NO,NO,NO
HyDE-RAG,42,174,O=C([O-])c1ccc(C(=O)[O-])o1,O=C([O-])c1cccnc1C(=O)[O-],0.444,0.3,YES,NO,1.0527,NO,NO,NO,NO,NO
